spectr,magnitudo,mass,radius,temperature,metal,age,planet_type
G8 V,13.59,0.83,0.88,5560,-0.22,10.7,очень теплый гигант
G0,10.15,1.18,1.38,6025,0.1,4,горячий нептун
"M2,5 V",13.82,0.295,0.303,3395,-0.08,9.9,очень теплый нептун
"M2,5 V",12.74,0.43,0.428,3433,,7,очень теплая земля
M2 V,11.4,0.519,0.516,3556,-0.06,,очень теплая земля
M4 V,12.47,0.36,0.364,3347,0.11,,очень теплая земля
M4 V,12.47,0.36,0.364,3347,0.11,,теплый нептун
"M2,5 V",10.92,0.342,0.337,3505,-0.12,,очень теплая земля
M3.5 V,12.67,0.313,0.32,3384,-0.02,7.1,очень теплая земля
M3.5 V,12.67,0.313,0.32,3384,-0.02,7.1,теплый нептун
M2 V,9.65,0.426,0.426,3579,-0.09,,очень теплая земля
G8 V,13.24,0.95,0.952,5470,,,горячий гигант
G8,12.21,0.945,0.9,5300,0.29,4.4,горячий гигант
F7 V,10.42,1.18,1.33,6250,-0.08,1,горячий гигант
G9 V,12.56,0.886,0.923,5330,0.06,10.1,горячий гигант
F8,11.76,1.27,1.7,6280,-0.18,3.37,горячий гигант
G5 V,13.44,0.98,1.04,5449,0.27,8.2,горячий гигант
K0 V,14.07,0.89,0.89,5131,0.28,9.4,горячий гигант
G0,13.73,1.09,1.21,5956,0,4.67,горячий гигант
F8,10.91,1.3,1.43,6566,-0.08,2,горячий гигант
G0,14.02,1,1.44,6060,-0.39,7.7,горячий гигант
F,12.76,1.49,2.21,6408,-0.1,2.36,горячий гигант
G9 V,14.77,0.87,0.92,5311,0,11,горячий гигант
G3 V,13.83,0.97,1.24,5738,0.1,9.5,горячий гигант
G2 V,13.1,0.994,1.11,5715,0.02,7.5,горячий гигант
F9,12.96,1.3,2.04,6071,-0.02,4,горячий гигант
F6,12.77,1.415,1.74,6438,0.09,2.3,горячий гигант
G6 V,13.93,0.93,0.92,5498,0.01,6.2,горячий гигант
G4 V,12.61,1.03,1.07,5670,0.16,5.5,горячий гигант
G0 V,12.19,1.09,1.06,5943,0.06,2.3,горячий гигант
G0 V,14.39,1.135,1.186,5970,0.13,3.4,горячий гигант
K0 V,13.59,0.837,0.812,5099,0.05,8.6,горячий гигант
K0 V,14.43,0.86,0.847,5080,0.32,9.7,горячий гигант
F5 V,13.31,1.27,1.315,6450,0.02,1.52,горячий гигант
G8 V,13.63,0.917,0.85,5495,-0.06,3,горячий гигант
G6 V,13.91,1.05,1.23,5621,0.37,8,горячий гигант
M1 V,15.16,0.574,0.57,3724,0.2,8.1,очень теплый гигант
M0 V,15.97,0.601,0.576,3775,0.51,11,горячий гигант
M0 V,15.76,0.602,0.585,3790,0.52,14.9,очень теплый гигант
K7 V,15.79,0.662,0.626,4016,0.32,,горячий гигант
K7 V,16.35,0.655,0.643,4071,0.25,12.1,очень теплый гигант
G,13.28,1.03,1.5,5366,0.34,10.8,горячий гигант
F5 V,8.95,1.091,1.296,6327,-0.31,4.48,горячий нептун
G2 V,10.06,1,0.97,5732,0.14,4,горячая земля
G2 V,10.06,1,0.97,5732,0.14,4,горячий нептун
K0,8.81,1.145,1.09,5585,0.56,7.2,эксцентричный холодный гигант
G3 V,5.65,0.87,1.06,5664,-0.24,12.3,горячая земля
G3 V,5.65,0.87,1.06,5664,-0.24,12.3,очень теплый нептун
G3 V,5.65,0.87,1.06,5664,-0.24,12.3,теплый нептун
G0,8.85,1.15,1.43,6310,-0.16,3.97,горячий нептун
G0,8.85,1.15,1.43,6310,-0.16,3.97,очень теплый нептун
G2 V,8.68,1.03,0.98,5788,-0.02,2.6,очень теплый нептун
K4 V,7.46,0.77,0.79,4610,0.16,,очень теплый нептун
G5 V,8.74,0.9,1.13,5596,-0.07,11,горячая земля
K2.5 V,7.98,0.8,0.77,4819,0.1,0.52,очень теплый нептун
K0 III,6.51,1.25,5,4860,0.21,,очень теплый гигант
G0 V,8,1.07,1.101,5978,-0.04,3.8,горячая земля
G0 V,8,1.07,1.101,5978,-0.04,3.8,горячий нептун
K0 V,7.53,0.82,0.76,5103,-0.16,,очень теплый нептун
K0 IV,8.15,1.212,2.943,5080,-0.08,4.9,горячий гигант
K5 V,8.57,0.684,0.674,4385,-0.08,,очень теплая земля
F8 V,8.27,1.104,1.157,6040,-0.14,5,горячая земля
F8 V,8.27,1.104,1.157,6040,-0.14,5,горячий нептун
K4 V,9.72,0.67,0.71,4684,-0.2,,горячая земля
K4 V,9.72,0.67,0.71,4684,-0.2,,очень теплая земля
K4 V,9.72,0.67,0.71,4684,-0.2,,очень теплая земля
K4 V,9.72,0.67,0.71,4684,-0.2,,очень теплый нептун
K4 V,9.72,0.67,0.71,4684,-0.2,,очень теплая земля
M0 V,9.77,0.44,0.439,3803,-0.43,5,очень теплая земля
M0 V,9.77,0.44,0.439,3803,-0.43,5,очень теплая земля
K0 V,4.43,0.78,0.812,5072,-0.42,6.9,очень теплый нептун
G5 V,7.76,0.86,0.85,5560,-0.24,5.5,эксцентричный холодный гигант
K0 V,8.94,0.877,0.835,5286,0.03,5,горячая земля
K0 V,8.94,0.877,0.835,5286,0.03,5,очень теплый нептун
K0 V,8.94,0.877,0.835,5286,0.03,5,очень теплый нептун
F8 V,8.56,1.13,1.28,6089,0.04,4.3,очень теплый гигант
F8 V,8,1.126,1.194,6203,-0.12,3,горячий нептун
F8 V,8,1.126,1.194,6203,-0.12,3,очень теплый нептун
K0 III,1.15,1.47,9.3,4666,0.19,,очень теплый гигант
G5 V,6.91,0.99,0.912,5640,,0.414,горячий нептун
G5 V,6.91,0.99,0.912,5640,,0.414,очень теплый нептун
K4 V,9.67,0.701,0.68,4574,-0.05,0.8,очень теплый нептун
M0 V,7.05,0.64,0,4005,-0.03,4,теплый нептун
G2 V,9.45,1,1.22,6022,0.35,2.7,горячая земля
K4 V,11.13,0.781,0.724,4590,0.18,4.1,горячий гигант
G0 V,10.56,1.15,1.24,5945,0.22,0.75,горячий нептун
G6 V,12.24,1.01,0.95,5434,0.26,,горячий нептун
G5 V,12.1,0.945,0.87,5470,-0.03,,горячая земля
G5 V,12.1,0.945,0.87,5470,-0.03,,очень теплый нептун
G,12.33,1.12,1.75,5474,0.33,7.8,горячий нептун
G,13.39,1.35,5.15,5433,-0.12,,горячий гигант
G2,11.14,0.84,1.25,5775,-0.46,10.8,горячая земля
G2,11.14,0.84,1.25,5775,-0.46,10.8,горячий нептун
G2,12.26,1.01,1.01,5800,0.03,,горячий нептун
G,12.9,0.8,0.78,5698,-0.54,,очень теплая земля
M1 V,14,0.46,0.455,3655,,,очень теплая земля
M1 V,14,0.46,0.455,3655,,,очень теплая земля
M1 V,14,0.46,0.455,3655,,,теплый нептун
G8 V,12.22,0.93,0.86,5350,0.14,2.8,горячая земля
G8 V,12.22,0.93,0.86,5350,0.14,2.8,горячий нептун
G8 V,12.22,0.93,0.86,5350,0.14,2.8,горячий нептун
G8 V,12.22,0.93,0.86,5350,0.14,2.8,очень теплый нептун
G8 V,12.22,0.93,0.86,5350,0.14,2.8,очень теплый нептун
G8 V,12.22,0.93,0.86,5350,0.14,2.8,очень теплый нептун
M1 V,16.31,0.47,0.45,3789,-0.37,,очень теплый нептун
G6 V,12.62,0.96,1.06,5585,0.1,9.8,горячий гигант
K4 V,11.5,0.71,0.68,4599,-0.06,6.3,горячая земля
K4 V,11.5,0.71,0.68,4599,-0.06,6.3,очень теплый нептун
M3 V,16.2,0.358,0.35,3385,-0.02,,очень теплый нептун
M3 V,16.2,0.358,0.35,3385,-0.02,,очень теплый нептун
K0 V,14.66,0.72,0.68,5131,-0.46,,очень теплый нептун
M0 V,12.81,0.54,0.526,3919,-0.42,,очень теплая земля
M0 V,12.81,0.54,0.526,3919,-0.42,,очень теплая земля
K3 V,14.3,0.68,0.66,4742,-0.33,,очень теплый нептун
K3 V,14.3,0.68,0.66,4742,-0.33,,очень теплый нептун
G6 V,12.11,0.88,0.83,5503,-0.13,,горячая земля
K,13.52,0.71,0.66,4320,0.15,,очень теплый нептун
"M2,5 V",13.5,0.36,0.41,3457,0.09,,теплый нептун
K2 V,12.6,0.71,0.69,5110,-0.65,9.5,очень теплый нептун
K1 V,12,0.865,0.793,5170,0.12,2.07,горячий нептун
K0 V,12.8,0.9,0.914,5345,0.07,8,горячая земля
K0 V,12.8,0.9,0.914,5345,0.07,8,очень теплый гигант
K0 V,12.8,0.9,0.914,5345,0.07,8,очень теплый нептун
K1 V,11.02,0.8,0.76,5213,-0.16,,горячая земля
K1 V,11.02,0.8,0.76,5213,-0.16,,горячий нептун
K1 V,11.02,0.8,0.76,5213,-0.16,,очень теплый нептун
K5 V,11.93,0.711,0.682,4491,-0.01,5.04,горячая земля
K5 V,11.93,0.711,0.682,4491,-0.01,5.04,очень теплый нептун
K8 V,12.85,0.523,0.46,4006,-0.11,,очень теплый нептун
K8 V,12.85,0.523,0.46,4006,-0.11,,теплый нептун
K5 V,12.48,0.7,0.72,4503,0,,горячая земля
M0 V,15.6,0.42,0.38,3865,0.03,,горячий нептун
K0 V,10.98,0.84,0.79,5185,-0.06,5.4,горячая земля
K0 V,10.98,0.84,0.79,5185,-0.06,5.4,очень теплый нептун
G2 V,12.71,1.01,0.95,5695,0.14,3,очень теплый нептун
K2 V,10.73,0.79,0.71,5033,-0.09,,горячая земля
K2 V,10.73,0.79,0.71,5033,-0.09,,очень теплая земля
K2 V,10.73,0.79,0.71,5033,-0.09,,очень теплая земля
F6 V,11.6,1.22,1.34,6099,0,,горячий гигант
M3 V,14.55,0.4,0.36,3420,-0.1,,очень теплая земля
G2,11.28,1.12,1.21,5743,0.42,5,очень теплый нептун
G2,11.28,1.12,1.21,5743,0.42,5,очень теплый нептун
M0.5 V,13.39,0.58,0.54,3810,-0.1,,очень теплая земля
M4 V,15.88,0.294,0.295,3180,0.15,0.7,очень теплый нептун
M1 V,14.53,0.53,0.51,3769,-0.13,,теплый нептун
K0 V,12.64,0.87,0.885,5248,0.13,10.3,горячий нептун
M4 V,16.06,0.26,0.29,3214,0.26,,очень теплый нептун
M0 V,12.76,0.64,0.62,3926,0,,теплый нептун
G7 V,12.5,0.94,0.85,5358,0.16,2.6,горячий гигант
F8,11.1,1.194,1.511,6302,-0.06,4,горячий нептун
F8,11.1,1.194,1.511,6302,-0.06,4,очень теплый гигант
G6 V,13.53,0.9,0.844,5425,-0.15,3.9,горячий гигант
G7 V,10.8,0.97,0.9,5465,0.2,,горячий гигант
K0 V,12.31,0.83,0.86,5271,-0.06,7.9,горячая земля
K0 V,12.31,0.83,0.86,5271,-0.06,7.9,очень теплый нептун
K0 V,12.31,0.83,0.86,5271,-0.06,7.9,очень теплый нептун
K0 V,12.31,0.83,0.86,5271,-0.06,7.9,очень теплый нептун
M3 V,14.3,0.31,1.1,3410,,0.01,очень теплый нептун
F9 V,11.45,1.28,1.526,6132,0.24,2.88,горячий гигант
K4 V,14.35,0.76,0.72,4680,0.04,,горячая земля
K4 V,14.35,0.76,0.72,4680,0.04,,очень теплый нептун
K2 V,11.8,0.8,0.74,4924,-0.05,1.4,горячая земля
K2 V,11.8,0.8,0.74,4924,-0.05,1.4,очень теплый нептун
G3 V,12.52,0.9,0.85,5413,-0.03,,горячая земля
G3 V,12.52,0.9,0.85,5413,-0.03,,горячий нептун
G3 V,12.52,0.9,0.85,5413,-0.03,,очень теплый нептун
G2 V,11.21,1.07,1.1,5757,0.28,,горячая земля
G2 V,11.21,1.07,1.1,5757,0.28,,горячий нептун
K2 III,10.83,1.53,3.88,4881,0.32,3.1,горячий гигант
K,15.02,0.7,0.64,4613,,,очень теплый нептун
K,15.6,0.57,0.54,3840,,,горячий нептун
K,15.6,0.57,0.54,3840,,,горячий нептун
K9 V,15.78,0.5,0.45,4103,,,горячий гигант
F8 V,12.03,0.96,1.29,6256,,,горячий нептун
K0 V,14.09,0.75,0.76,5054,,,очень теплая земля
K,14.28,0.77,0.73,4899,,,очень теплый нептун
K8 V,15.67,0.51,0.45,4175,,,очень теплая земля
K,14.72,0.61,0.55,4326,,,очень теплая земля
F,15.04,1.21,1.49,6113,,,горячий гигант
K0 V,11.89,0.83,0.85,5269,,,очень теплый нептун
K7 V,13.55,0.69,0.715,4300,0.38,,горячий нептун
K,14.5,0.683,0.62,4434,,,очень теплый нептун
G,12.38,0.89,0.86,5413,,,горячая земля
G,12.38,0.89,0.86,5413,,,горячий нептун
G,12.38,0.89,0.86,5413,,,очень теплая земля
K0 V,14.23,0.774,0.73,5055,,,очень теплый нептун
K0 V,14.23,0.774,0.73,5055,,,очень теплый нептун
G4 V,12.79,0.97,1.12,5500,0.01,10,горячий гигант
F,12.99,1.21,1.36,6293,,,горячий нептун
K,12.4,0.77,0.73,4880,,,очень теплый нептун
K,12.4,0.77,0.73,4880,,,очень теплый нептун
F,12.88,1.4,1.63,6771,,,горячий нептун
G8 V,14.09,0.74,0.726,5312,,,очень теплый нептун
K,10.8,0.87,0.84,5213,,,очень теплая земля
G1 IV,11.71,1.11,1.67,5887,-0.05,,горячий нептун
K,12.98,0.73,0.675,4746,,,очень теплая земля
K8 V,14.81,0.55,0.491,4127,,,очень теплый нептун
G,12.99,0.94,0.93,5622,,,очень теплый нептун
K,14.88,0.477,0.426,4006,,,очень теплый нептун
G2 V,11.31,1.09,1.1,5767,0.26,1.5,горячий гигант
G0 V,11.35,1.05,1.06,5922,,,горячий нептун
F9 V,12.59,0.96,0.98,6060,,,очень теплый нептун
G0,12.7,1.16,1.56,5995,,,горячий нептун
G0,12.7,1.16,1.56,5995,,,горячий нептун
K,12.16,0.8,0.76,4970,0.29,0.85,очень теплый нептун
G0 V,12.08,1.06,1.28,5926,,,горячий нептун
G,12.63,0.9,0.87,5441,,,горячая земля
G,12.63,0.9,0.87,5441,,,очень теплый нептун
K,14.36,0.697,0.631,4530,,,очень теплая земля
M0 V,14.51,0.484,0.424,3910,,,очень теплая земля
M0 V,14.51,0.484,0.424,3910,,,очень теплая земля
G4 V,13.44,0.95,0.93,5652,,,горячий нептун
G4 V,13.44,0.95,0.93,5652,,,очень теплый нептун
K,12.83,0.573,0.507,4268,,,горячая земля
G,13.17,0.79,0.76,5482,,,очень теплая земля
G,14.13,0.947,0.93,5406,,,очень теплый нептун
M,15.48,0.258,0.256,3537,,,очень теплая земля
M,14.16,0.347,0.318,3691,,,очень теплая земля
K,13.86,0.56,0.494,4136,,,очень теплый нептун
M,15.57,0.292,0.284,3622,,,очень теплая земля
M3 V,17.78,0.36,0.4,3471,0.11,0.7,теплый нептун
K2 III,12.91,1.16,4.2,4790,0.42,7.8,горячий гигант
F8 V,12.17,1.074,1.31,6120,-0.2,5.2,горячий нептун
G0 IV,11.15,1.6,3.1,5990,0.2,2.4,горячий гигант
F8,10.64,1.59,2.37,6278,0.19,2.2,горячий гигант
F7 V,11.72,1.21,1.36,6236,0,2.9,горячий гигант
K1 V,13.03,0.89,0.91,5165,0.22,,горячий гигант
G2 V,11.16,0.91,1.065,5708,-0.15,10.6,горячая земля
G2 V,11.16,0.91,1.065,5708,-0.15,10.6,очень теплый нептун
G1 V,11.06,1.08,1.49,5825,0.02,6.46,горячая земля
G1 V,11.06,1.08,1.49,5825,0.02,6.46,горячий нептун
G1 V,11.06,1.08,1.49,5825,0.02,6.46,очень теплая земля
G3 IV,13.77,1.17,1.56,5667,0.33,5.9,горячий нептун
G3 IV,13.77,1.17,1.56,5667,0.33,5.9,горячая земля
K,11.49,0.8,0.74,4903,0.08,1.41,очень теплая земля
K,11.49,0.8,0.74,4903,0.08,1.41,очень теплая земля
K,11.49,0.8,0.74,4903,0.08,1.41,очень теплая земля
K,11.49,0.8,0.74,4903,0.08,1.41,очень теплый нептун
K,11.49,0.8,0.74,4903,0.08,1.41,очень теплая земля
G0,12.36,1.212,1.492,6007,0.16,5.7,горячий нептун
G0,12.36,1.212,1.492,6007,0.16,5.7,теплый нептун
G3 V,12.6,0.81,1.35,5711,-0.55,,горячий нептун
G3 V,12.6,0.81,1.35,5711,-0.55,,очень теплый нептун
G3 V,12.6,0.81,1.35,5711,-0.55,,очень теплый нептун
G0,12.79,0.96,0.894,5827,0.011,,горячая земля
G0,12.79,0.96,0.894,5827,0.011,,горячий нептун
G1 V,12.88,1,1.04,5858,-0.12,4.83,горячая земля
G1 V,12.88,1,1.04,5858,-0.12,4.83,очень теплый нептун
G1 V,12.88,1,1.04,5858,-0.12,4.83,очень теплая земля
G1 V,12.88,1,1.04,5858,-0.12,4.83,очень теплый нептун
G1 V,12.7,1.24,1.447,5854,0.321,4.29,горячая земля
G1 V,12.7,1.24,1.447,5854,0.321,4.29,горячая земля
G1 V,12.7,1.24,1.447,5854,0.321,4.29,горячая земля
G1 V,12.7,1.24,1.447,5854,0.321,4.29,горячий нептун
G0,12.65,0.87,2.19,5854,0.31,,очень теплый гигант
G0,12.65,0.87,2.19,5854,0.31,,очень теплый гигант
G0,12.36,1.04,1.32,5952,-0.08,5.73,горячий нептун
G0,12.36,1.04,1.32,5952,-0.08,5.73,очень теплый нептун
G3 V,13.7,0.961,1.053,5663,0,8.1,горячая земля
G3 V,13.7,0.961,1.053,5663,0,8.1,очень теплая земля
G3 V,13.7,0.961,1.053,5663,0,8.1,очень теплый нептун
G3 V,13.7,0.961,1.053,5663,0,8.1,очень теплый нептун
G3 V,13.7,0.961,1.053,5663,0,8.1,очень теплая земля
G3 V,13.7,0.961,1.053,5663,0,8.1,теплый нептун
G0,12.94,1.07,1.15,5960,-0.19,,горячая земля
G0,12.94,1.07,1.15,5960,-0.19,,очень теплый нептун
G0 V,13.49,1.17,0.16,5952,0.28,,горячая земля
G5,13.77,0.946,0.84,5544,-0.42,,горячий нептун
G5,13.77,0.946,0.84,5544,-0.42,,очень теплый нептун
K3 V,13.46,0.75,0.69,4725,0.05,6.9,очень теплая земля
K3 V,13.46,0.75,0.69,4725,0.05,6.9,очень теплый нептун
K,13.74,0.56,0.667,4605,0.09,,очень теплая земля
K,13.74,0.56,0.667,4605,0.09,,очень теплая земля
K,13.74,0.56,0.667,4605,0.09,,очень теплый нептун
G0,13.43,1,1.205,5979,-0.1,,горячая земля
G0,13.43,1,1.205,5979,-0.1,,горячий нептун
M3.5 V,12.25,0.236,0.246,3381,-0.13,,очень теплая земля
F8 V,13.72,1.16,1.45,6142,0.02,,горячий нептун
F8 V,13.72,1.16,1.45,6142,0.02,,горячий нептун
F8 V,14.27,1.13,1.606,6150,-0.04,5.3,горячий гигант
F8 V,14.27,1.13,1.606,6150,-0.04,5.3,очень теплый гигант
G,14.71,0.86,1.09,5274,0.18,,горячая земля
G,14.71,0.86,1.09,5274,0.18,,очень теплый гигант
G,14.24,0.92,0.84,5595,-0.08,,горячий нептун
G,14.24,0.92,0.84,5595,-0.08,,горячая земля
G0,13.44,1.166,1.483,5947,0.07,4,горячий гигант
K,14.74,0.654,0.534,4096,-0.17,,очень теплый нептун
K,14.74,0.654,0.534,4096,-0.17,,очень теплая земля
G,14.71,0.86,0.7,5311,-0.38,,горячий нептун
G,14.71,0.86,0.7,5311,-0.38,,очень теплый нептун
F9 V,14.25,0.99,1.22,6050,-0.16,,горячий нептун
F9 V,14.25,0.99,1.22,6050,-0.16,,горячий гигант
F9 V,14.25,0.99,1.22,6050,-0.16,,очень теплый нептун
F9 V,14.25,0.99,1.22,6050,-0.16,,очень теплый нептун
F9 V,14.25,0.99,1.22,6050,-0.16,,очень теплый нептун
F8 V,14.06,1.03,1.26,6089,-0.14,,горячий нептун
F8 V,14.06,1.03,1.26,6089,-0.14,,очень теплая земля
K0 V,14.14,0.84,0.636,4984,-0.45,,горячая земля
K0 V,14.14,0.84,0.636,4984,-0.45,,очень теплая земля
K0 V,14.14,0.84,0.636,4984,-0.45,,очень теплая земля
K7 V,14.75,0.55,0.51,3810,-0.02,,очень теплый нептун
K7 V,14.75,0.55,0.51,3810,-0.02,,очень теплая земля
F7 V,10.5,1.11,1.358,6239,-0.14,,горячая земля
F7 V,10.5,1.11,1.358,6239,-0.14,,очень теплая земля
F7 V,10.5,1.11,1.358,6239,-0.14,,очень теплый нептун
F8 V,11.49,1.27,1.36,6106,0.33,,горячая земля
F8 V,11.49,1.27,1.36,6106,0.33,,очень теплый нептун
F8 V,11.49,1.27,1.36,6106,0.33,,очень теплый нептун
F9,11.39,1.18,1.66,6072,-0.09,,горячая земля
F9,11.39,1.18,1.66,6072,-0.09,,очень теплая земля
G4 IV,11.7,1.18,1.653,5770,0.29,6.43,горячий нептун
G4 IV,11.7,1.18,1.653,5770,0.29,6.43,очень теплый нептун
G1 V,11.53,1,1.127,5884,-0.22,,горячая земля
G1 V,11.53,1,1.127,5884,-0.22,,очень теплый нептун
G1 V,11.53,1,1.127,5884,-0.22,,очень теплая земля
G3 V,11.52,1.02,1.03,5685,0.12,3.66,очень теплый нептун
G3 V,11.52,1.02,1.03,5685,0.12,3.66,очень теплая земля
G+G,11.82,2,,,-0.28,,горячая земля
G+G,11.82,2,,,-0.28,,горячая земля
G+G,11.82,2,,,-0.28,,очень теплый нептун
G2 V,12.85,1.02,1.43,5736,0.25,,горячая земля
G2 V,12.85,1.02,1.43,5736,0.25,,очень теплый нептун
G0,12.32,1.01,1.18,5983,-0.19,,горячий нептун
G0,12.32,1.01,1.18,5983,-0.19,,горячая земля
F9 V,12.73,1.14,1.28,6090,-0.14,,горячая земля
F9 V,12.73,1.14,1.28,6090,-0.14,,горячая земля
F8 V,12.46,1.2,1.36,6165,-0.07,,горячий нептун
F8 V,12.46,1.2,1.36,6165,-0.07,,горячая земля
K0 V,12.99,0.908,0.802,5187,-0.05,,очень теплая земля
K0 V,12.99,0.908,0.802,5187,-0.05,,очень теплая земля
M1 V,12.9,0.52,0.442,3841,-0.28,,очень теплая земля
M1 V,12.9,0.52,0.442,3841,-0.28,,очень теплая земля
G5,12.7,1.08,1.3,5594,0.3,,очень теплый нептун
G5,12.7,1.08,1.3,5594,0.3,,теплый нептун
F,12.13,1.512,2.048,6395,0.12,2.2,горячий гигант
F9 V,13,1.2,1.29,6077,-0.07,,горячая земля
F9 V,13,1.2,1.29,6077,-0.07,,очень теплая земля
K0 V,13.45,0.8,0.787,4910,0.23,,горячая земля
K0 V,13.45,0.8,0.787,4910,0.23,,очень теплая земля
